DEPT_CD,AGENCY,MEASURE_ID,MEASURE_NAME,KEY_PERFORMANCE,DIV_CD,PROGRAM_NAME,GP_CD,ACTIVITY_NAME,MEASURE_TYPE_NAME,DATA_SOURCE,FREQUENCY_NAME,CFY
PR,8600,8303,Number of new households enrolling in Parks and Recreation programs,0,7CRS,Community Services,7RCA,Recreation & Program Services,Demand,RecTrac,Annually,2016
PR,8600,8322,Number of senior meals provided,0,7CRS,Community Services,7RCA,Recreation & Program Services,Output,Monthly Reporting Sheets,Monthly,2016
PR,8600,8324,Number of youth in free summer programs,0,7CRS,Community Services,7RCA,Recreation & Program Services,Demand,RecTrac,Annually,2016
PR,8600,8381,Percent of Austin youth served through organized programs at Recreation Centers,0,7CRS,Community Services,7RCA,Recreation & Program Services,Output,RecTrac,Annually,2016
PR,8600,8304,Customer return rate,0,7CRS,Community Services,7RCA,Recreation & Program Services,Result,RecTrac,Annually,2016
PR,8600,8466,Number of patron injuries at recreation and senior centers,0,7CRS,Community Services,7RCA,Recreation & Program Services,Output,Safety Office Records,Monthly,2016
PR,8600,8302,Participants in parks and recreation teen programs,0,7CRS,Community Services,7RCA,Recreation & Program Services,Demand,RecTrac,Annually,2016
PR,8600,6959,Percent of citizens satisfied with recreation programs,1,7CRS,Community Services,7RCA,Recreation & Program Services,Result,Annual City of Austin Citizen Survey,Annually,2016
PR,8600,8470,Percent of recreation program participants reporting an improvement to their quality of life,0,7CRS,Community Services,7RCA,Recreation & Program Services,Result,Recreation Program Unit Surveys & Evaluations,Annually,2016
PR,8600,8306,Percent of users satisfied with recreation programs,0,7CRS,Community Services,7RCA,Recreation & Program Services,Result,Annual Citizen Survey,Annually,2016
PR,8600,8380,Seniors enrolled in organized programs at Senior Centers,0,7CRS,Community Services,7RCA,Recreation & Program Services,Demand,RecTrac,Annually,2016
PR,8600,8379,Youth served through organized programs at Recreation Centers,0,7CRS,Community Services,7RCA,Recreation & Program Services,Output,RecTrac,Annually,2016
PR,8600,8073,Cemetery operations cost per acre maintained,0,10PL,"Parks, Planning, Development & Operations",5CEM,Cemetery Operations,Efficiency,"1) Monthly DXR Report and 2) Monthly Parkland Inventory Report 
",Quarterly,2016
PR,8600,8048,Citizen satisfaction with City of Austin cemetery grounds,0,10PL,"Parks, Planning, Development & Operations",5CEM,Cemetery Operations,Result,City of Austin Cemetery survey of Citizens that use or visit the cemeteries,Annually,2016
PR,8600,8375,Customer satisfaction with the customer service provided by City of Austin cemetery staff,0,10PL,"Parks, Planning, Development & Operations",5CEM,Cemetery Operations,Result,to be determined,Annually,2016
PR,8600,8770,Number of municipal cemetery spaces sold,0,10PL,"Parks, Planning, Development & Operations",5CEM,Cemetery Operations,Output,Cemetery Operations Financial Software,Annually,2016
PR,8600,8376,Facility closures due to mechanical failures,0,10PL,"Parks, Planning, Development & Operations",5FMA,Facility Services,Result,MicroMain,Monthly,2016
PR,8600,8299,Percent of parks and recreation facilities that comply with ADA standards.,0,10PL,"Parks, Planning, Development & Operations",5FMA,Facility Services,Result,CIP Unit assessment of facility compliance.,Annually,2016
PR,8600,8377,Facilities completely closed due to structural failures,0,10PL,"Parks, Planning, Development & Operations",5FMA,Facility Services,Result,MicroMain,Monthly,2016
PR,8600,7641,Percent of citizens satisfied with parks and recreation facilities,0,10PL,"Parks, Planning, Development & Operations",5FMA,Facility Services,Result,Annual City of Austin citizen survey.,Annually,2016
PR,8600,7642,Citizen satisfaction with the appearance of park grounds,1,10PL,"Parks, Planning, Development & Operations",5PMA,Grounds Maintenance,Result,Annual City of Austin citizen survey.,Annually,2016
PR,8600,3031,Number of developed park acreage,0,10PL,"Parks, Planning, Development & Operations",5PMA,Grounds Maintenance,Demand,GIS Database; Monthly GIS Parkland Inventory Report,Quarterly,2016
PR,8600,7007,Ratio of developed and undeveloped park acres per grounds maintenance FTE,0,10PL,"Parks, Planning, Development & Operations",5PMA,Grounds Maintenance,Efficiency,Parks maintenance personnel and parks acreage - Human Resources and Planning Division,Annually,2016
PR,8600,8320,Percent of the City of Austin that is classified as parkland deficient,0,10PL,"Parks, Planning, Development & Operations",5PCA,Park Planning & Development,Result,GIS Data,Annually,2016
PR,8600,8319,Total acres of parkland acquired in parkland deficient areas,0,10PL,"Parks, Planning, Development & Operations",5PCA,Park Planning & Development,Result,Deed Records maintained by Planning & Development division,Annually,2016
PR,8600,8321,Total number of community projects initiated,0,10PL,"Parks, Planning, Development & Operations",5PCA,Park Planning & Development,Output,Planning & Development Division Records,Annually,2016
PR,8600,3033,"Number of city park acres per 1,000 population",1,10PL,"Parks, Planning, Development & Operations",5PCA,Park Planning & Development,Result,park inventory and census information provided by budget office during 5 year forecast,Annually,2016
PR,8600,7317,Number of newly developed public / private partnerships,0,10PL,"Parks, Planning, Development & Operations",5PCA,Park Planning & Development,Output,Number of newly developed public / private partnerships for PARD from sponsorship unit.,Annually,2016
PR,8600,6971,Percent of CIP projects completed,0,10PL,"Parks, Planning, Development & Operations",5PCA,Park Planning & Development,Result,eCAPRIS reports,Annually,2016
PR,8600,8016,Percent of CIP Spending Plan achieved,1,10PL,"Parks, Planning, Development & Operations",5PCA,Park Planning & Development,Result,eCAPRIS - Spending Plan Comparison Report,Annually,2016
PR,8600,8318,Total acres of new parkland acquired through parkland dedication,0,10PL,"Parks, Planning, Development & Operations",5PCA,Park Planning & Development,Output,Deed Records maintained by Planning & Development Review,Annually,2016
PR,8600,8317,Total acres of new parkland purchased,0,10PL,"Parks, Planning, Development & Operations",5PCA,Park Planning & Development,Output,Deed Records Maintained by Planning & Development,Annually,2016
PR,8600,3082,"% of under 5,000 competitive procurement awards to certified MBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM).The Purchasing Office calculates this information on a quarterly basis and reports to the departments. For more information, contact Helen Lee in the Purchasing Office.",Quarterly,2016
PR,8600,3085,"% of under 5,000 competitive procurement awards to certified WBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM).The Purchasing Office calculates this information on a quarterly basis and reports to the departments. For more information, contact Helen Lee in the Purchasing Office.",Quarterly,2016
PR,8600,8342,Electricity use (millions of kilowatt hours),0,9MGT,Support Services,9ADM,Departmental Support Services,Output,Austin Energy Statements,Quarterly,2016
PR,8600,8197,Parks and Recreation spending per capita,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"For PARD actuals, eCOMBS "Combined Summary by Department" report. For census information,  https://www.austintexas.gov/demographics. 
",Annually,2016
PR,8600,8341,Potable water consumed (billions of gallons),0,9MGT,Support Services,9ADM,Departmental Support Services,Output,Austin Water Billing Records,Quarterly,2016
PR,8600,8206,Annual volunteer hours,0,9MGT,Support Services,9ADM,Departmental Support Services,Output,"Volunteer hours are tracked by PARD's volunteer coordinator 
",Annually,2016
PR,8600,3088,Lost Time Injury Rate,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Injury data is generated from entries made by department personnel into a claims database provided by the City's third party administrator (currently known as the "David System"). Actual hours worked is from the productive/overtime report generated by Banner, the City's human resource information system.",Monthly,2016
PR,8600,3087,Number of employee injuries,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,Includes all lost time injuries as well as all medical only injuries (where an employee visited the doctor for the injury) that did not qualify as lost time.Numbers are taken from the David System (Workers' Compensation Database). The FREQUENCY ANALYSIS REPORT is run approximately three weeks after the last pay period of the reporting month. The Human Resources Department calculates the information and reports to the departments. (Tommy Tucker),Monthly,2016
PR,8600,8472,Number of patron injuries,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,Safety Office Records,Monthly,2016
PR,8600,8474,ParkScore Ranking: park quality rating out of 100,1,9MGT,Support Services,9ADM,Departmental Support Services,Result,Trust for Public Land annual ParkScore,Annually,2016
PR,8600,3072,Sick Leave Utilization Rate,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Entries made by department personnel into Banner, the City's Human Resources Information System.",Monthly,2016
PR,8600,3070,Turnover Rate,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Entries made by department personnel into Banner, the City's Human Resources Information System.",Quarterly,2016
PW,6200,8741,Number of structurally deficient major bridges,0,3BRG,Bridge Maintenance,3BRM,Bridge Maintenance,Result,Biennial Texas Department of Transportation bridge inspection report,Annually,2016
PW,6200,6934,Percent of bridges in the Annual Service Plan maintained or repaired,0,3BRG,Bridge Maintenance,3BRM,Bridge Maintenance,Output,"Bridge maintenance files, annual service plan and annual bridge maintenance contract",Annually,2016
PW,6200,3229,Percent of bridges maintained or repaired,0,3BRG,Bridge Maintenance,3BRM,Bridge Maintenance,Result,Perf ID 600-0277 and Perf ID 600-0219,Quarterly,2016
PW,6200,3093,Activity cost per active project inspected,0,2CPD,Capital Projects Delivery,2CNS,Construction Services,Efficiency,"For the activity cost, the appropriate periods DXR reports for FAO, 5460-600-6010.  For the number of active projects inspected, the Construction Inspection Division eCapris/eCID database, report: CIP Data.    The following criteria is selected for the report:  Project Type:  CIP - Capital Improvements Projects, CMTA - Capital Metro Transportation Projects, Watershed - Watershed Projects, Status:  A - Active, and Field Office:  One Texas Center, Plant, Rio Grande and St. Elmo. Run with dates for the appropriate quarterly period.",Annually,2016
PW,6200,3092,Customer Satisfaction with Construction Services,0,2CPD,Capital Projects Delivery,2CNS,Construction Services,Result,Survey,Annually,2016
PW,6200,3091,Inspection cost as a percent of construction contract costs,0,2CPD,Capital Projects Delivery,2CNS,Construction Services,Efficiency,"The Construction Inspection Division eCapris/eCID database.  Performance Measure report: Temp Projects Information.    The following criteria is selected for the report:  Project Type:  CIP - Capital Improvements Projects, CMTA - Capital Metro Transportation Projects, Watershed - Watershed Projects, Status:  A - Active, and Field Office:  One Texas Center, Plant, Rio Grande and St. Elmo. Run with dates for the appropriate quarterly and YTD period. The measure is actually calculated at the end of the report.",Quarterly,2016
PW,6200,3090,Number of active projects inspected,0,2CPD,Capital Projects Delivery,2CNS,Construction Services,Output,"The Construction Inspection Division eCapris database, report: CIP Data.    The following criteria is selected for the report:  Project Type:  CIP - Capital Improvements Projects, CMTA - Capital Metro Transportation Projects, Watershed - Watershed Projects, Status:  A - Active, and Field Office:  One Texas Center, Plant, Rio Grande and St. Elmo. Run with dates for the appropriate monthly period.",Quarterly,2016
PW,6200,3094,Percent of Projects that pass one-year warranty inspection without significant construction deficiencies,1,2CPD,Capital Projects Delivery,2CNS,Construction Services,Result,The acceptance letters and corrective action letters with significant construction deficiencies.,Annually,2016
PW,6200,3096,Average change order cost (net) as a percentage of original awarded construction cost.,0,2CPD,Capital Projects Delivery,2ESV,Engineering Services,Result,Build a spreadsheet generated from eCapris information of project construction contracts completing construction in the fiscal year.eCapris,Quarterly,2016
PW,6200,3102,Construction value of projects designed in-house,0,2CPD,Capital Projects Delivery,2ESV,Engineering Services,Output,eCapris and AIMS data from MicroStrategy Office run into ESD Performance Measure Excel tool,Quarterly,2016
PW,6200,3103,In-house design and project delivery costs as a percentage of project costs,0,2CPD,Capital Projects Delivery,2ESV,Engineering Services,Efficiency,eCAPRIS Performance Measure Reports (Public Works Department In-house Designed Subprojects),Quarterly,2016
PW,6200,3117,Percent of Project Management projects that remain on schedule (as measured against schedule estimated at the beginning of Fiscal Year),0,2CPD,Capital Projects Delivery,2PJD,Project Management,Result,"eCAPRIS ""Project Manager Sub-Project Schedule"" report. This data was not available in FY 13 and 14 due to conversion to micostratigies.",Quarterly,2016
PW,6200,7940,Change Order spending as a percentage of original construction contract spending,0,2CPD,Capital Projects Delivery,2PJD,Project Management,Output,eCapris reports. Spending Plan Data spreadsheet.,Quarterly,2016
PW,6200,3122,Project Mgmt. cost as a % of project cost,0,2CPD,Capital Projects Delivery,2PJD,Project Management,Efficiency,"eCAPRIS ""subprojects completing construction"" report and ""consultant designed subprojects"" report.",Quarterly,2016
PW,6200,3126,"Number of professional service consultations - Capital Management Project delivery (structural engineering, geotechnical engineering, construction materials, architecture, landscape architecture).",0,2CPD,Capital Projects Delivery,2PMG,Quality Management,Output,Internal tracking by program staff (Steven Penshorn).,Quarterly,2016
PW,6200,7431,Average number of days from Quality Control Plan (QCP) submittal to comments provided,0,2CPD,Capital Projects Delivery,2PMG,Quality Management,Efficiency,Internal tracking database,Quarterly,2016
PW,6200,6719,Number of work days required for review of QA/QC ninety percent submittal documents (turnaround time),0,2CPD,Capital Projects Delivery,2PMG,Quality Management,Efficiency,,Quarterly,2016
PW,6200,6950,Dollar value of surveying field services provided ($000s),0,2CPD,Capital Projects Delivery,2SRV,Surveying Services,Output,Actual tracked costs of services provided to projects (Steven Penshorn & John Moore).,Quarterly,2016
PW,6200,3099,"Number of surveying services provided (QC reviews, customer service requests, project deliverables developed)",0,2CPD,Capital Projects Delivery,2SRV,Surveying Services,Output,Report from the Engineering Technical Services (see Steven Penshorn),Quarterly,2016
PW,6200,8747,Months to deliver Conceptual Designs to requesting departments,0,2CPD,Capital Projects Delivery,0,,Output,Office of the City Architect work logs,Quarterly,2016
PW,6200,8745,Number of completed Conceptual Designs,0,2CPD,Capital Projects Delivery,0,,Output,Office of the City Architect work logs,Quarterly,2016
PW,6200,8748,Number of project reviews facilitated,0,2CPD,Capital Projects Delivery,0,,Output,Office of the City Architect work logs,Quarterly,2016
PW,6200,3166,Cost per child trained,0,6CSF,Child Safety,2SAF,Safety Education,Efficiency,DXR 180,Quarterly,2016
PW,6200,3164,Number of children trained,0,6CSF,Child Safety,2SAF,Safety Education,Output,department monthly report,Monthly,2016
PW,6200,3172,Number of injuries suffered by children in school zones,0,6CSF,Child Safety,2SAF,Safety Education,Result,department monthly report,Monthly,2016
PW,6200,3165,Percent of children who pass the safety test,0,6CSF,Child Safety,2SAF,Safety Education,Result,department monthly report,Monthly,2016
PW,6200,3168,Number of warranted locations staffed,0,6CSF,Child Safety,2SCG,School Crossing Guards,Output,department monthly report,Monthly,2016
PW,6200,3170,Activity cost per location,0,6CSF,Child Safety,2SCG,School Crossing Guards,Efficiency,DXR 180,Quarterly,2016
PW,6200,3167,Number of children injured in school zones at warranted locations,0,6CSF,Child Safety,2SCG,School Crossing Guards,Result,department monthly report,Monthly,2016
PW,6200,3169,Percentage of warranted locations staffed,1,6CSF,Child Safety,2SCG,School Crossing Guards,Result,department monthly report based on payroll records,Monthly,2016
PW,6200,3129,Number of items in rule posting cycle,0,1IMG,Infrastructure Management,2ESS,Infrastructure Management,Output,Internal tracking by program staff. (Bill Hadley),Quarterly,2016
PW,6200,3125,Number of rules adopted annually,0,1IMG,Infrastructure Management,2ESS,Infrastructure Management,Output,Internal tracking by program staff. (Bill Hadley),Quarterly,2016
PW,6200,3130,Percentage of rule postings to get adopted,0,1IMG,Infrastructure Management,2ESS,Infrastructure Management,Result,Internal tracking by program staff. (Bill Hadley),Quarterly,2016
PW,6200,3163,Number of lane miles managed,0,1IMG,Infrastructure Management,2ESS,Infrastructure Management,Output,Pavement Management Information System,Annually,2016
PW,6200,3160,Percent of lane miles in fair to excellent condition,1,1IMG,Infrastructure Management,2ESS,Infrastructure Management,Result,Annual Survey and Pavement Management Information System,Annually,2016
PW,6200,6945,Percent of street network surveyed for condition assessment,0,1IMG,Infrastructure Management,2ESS,Infrastructure Management,Result,Pavement condition assessment contract and PMIS database,Annually,2016
PW,6200,6940,Total number of lane miles of street preventive maintenance completed,1,1IMG,Infrastructure Management,2ESS,Infrastructure Management,Output,Daily work logs for tracking work perfromed by in-house crews and data from Public Works project managers that are managing preventative maintenance treatment construction contracts,Monthly,2016
PW,6200,3252,Linear feet of sidewalk repair and maintenance completed,0,4CRC,Minor Construction and Repair,4CMC,Concrete Repair & Construction,Output,MAXIMO database,Monthly,2016
PW,6200,3253,Number of curb ramps constructed by City forces,0,4CRC,Minor Construction and Repair,4CMC,Concrete Repair & Construction,Output,Daily Work Logs entered into PMIS data base from Superintendent work books and MAXIMO database,Monthly,2016
PW,6200,3239,Backlog of unrepaired utility excavation locations older than four weeks,0,4CRC,Minor Construction and Repair,3UER,Utility Excavation Repair,Demand,Utility repair requests in HANSEN (AWU WO system) and MAXIMO database,Monthly,2016
PW,6200,3241,Number of utility excavation locations completed,0,4CRC,Minor Construction and Repair,3UER,Utility Excavation Repair,Output,Public Works' work order management system MAXIMO and Austin Water Utility's work order system Hansen,Monthly,2016
PW,6200,7743,Percent of internal customers satisfied with the utility excavation repair process,0,4CRC,Minor Construction and Repair,3UER,Utility Excavation Repair,Result,Customer satisfaction electronic survey for the process,Annually,2016
PW,6200,3244,Square yards of utility excavation repairs completed,0,4CRC,Minor Construction and Repair,3UER,Utility Excavation Repair,Output,MAXIMO database and AWU HANSEN database,Monthly,2016
PW,6200,7804,"Number of locations mowed, trimmed, edged and cleaned",0,5RWM,Right-of-Way Maintenance,5DEM,Off-Street R-O-W Maintenance,Output,Daily work logs and contract invoices,Quarterly,2016
PW,6200,7758,Number of miles of mobility trail maintenance completed,0,5RWM,Right-of-Way Maintenance,5DEM,Off-Street R-O-W Maintenance,Output,Daily work logs,Quarterly,2016
PW,6200,7372,Number of times medians are mowed per year,0,5RWM,Right-of-Way Maintenance,5DEM,Off-Street R-O-W Maintenance,Output,Contract progress reports,Annually,2016
PW,6200,7757,Number of tree maintenance completed,0,5RWM,Right-of-Way Maintenance,5DEM,Off-Street R-O-W Maintenance,Output,"PWD daily work logs, PARD reports and contract invoices",Quarterly,2016
PW,6200,7369,Square feet of core downtown sidewalks cleaned,0,5RWM,Right-of-Way Maintenance,5DEM,Off-Street R-O-W Maintenance,Output,Daily work log database,Annually,2016
PW,6200,3205,Staff cost per linear foot of pedestrian program sidewalk constructed,0,7SDW,Sidewalk Infrastructure Program,32SW,Sidewalk Program,Efficiency,Direct labor and accompaning benefit costs in 5120-6200-7710,Annually,2016
PW,6200,3197,Linear feet of new ADA sidewalk constructed to fill in gaps in the sidewalk network,0,7SDW,Sidewalk Infrastructure Program,32SW,Sidewalk Program,Output,Reports from Sidewalk Team project manager which includes quantities reported by PWD Street & Bridge Ops Superintendent for in-house construction and contracted sources as related to CIP funding,Quarterly,2016
PW,6200,3202,Linear feet of sidewalks rehabilitated to meet ADA requirements,0,7SDW,Sidewalk Infrastructure Program,32SW,Sidewalk Program,Output,Reports from Sidewalk Team project manager which includes quantities reported by PWD Street & Bridge Ops Superintendent for in-house construction and contracted sources as related to CIP funding,Quarterly,2016
PW,6200,3203,Number of curb ramps constructed,1,7SDW,Sidewalk Infrastructure Program,32SW,Sidewalk Program,Output,Reports from Sidewalk Team project manager which includes quantities reported by PWD Street & Bridge Ops Superintendent for in-house construction and contracted sources as related to CIP funding,Quarterly,2016
PW,6200,3204,Total linear feet of new ADA sidewalk constructed or sidewalk rehabilitated to meet ADA requirements,1,7SDW,Sidewalk Infrastructure Program,32SW,Sidewalk Program,Output,Reports from Sidewalk Team project manager which includes quantities reported by PWD Street & Bridge Ops Superintendent for in-house construction and contracted sources as related to CIP funding,Quarterly,2016
PW,6200,3150,Lane miles of overlay completed,1,2SPM,Street Preventative Maintenance,2ASP,Asphalt Overlay,Output,"1.From in house work forces :Daily Worklogs, Worklog database in PMIS (Pavement Management Information System) 
2.From contracted lane miles reported by the Public Works construction contract Project Manager",Monthly,2016
PW,6200,3151,Percent of street inventory improved by overlay,0,2SPM,Street Preventative Maintenance,2ASP,Asphalt Overlay,Result,Lanes miles of overlay completed and number of lanes  miles managed,Quarterly,2016
PW,6200,3153,Lane miles of preventive maintenance crack seal completed,1,2SPM,Street Preventative Maintenance,2CKS,Crack Seal Resurfacing,Output,Daily Worklogs and Worklog database in PMIS (Pavement Management Information System),Monthly,2016
PW,6200,3154,Percent of street inventory maintained by preventive maintenance crack seal,0,2SPM,Street Preventative Maintenance,2CKS,Crack Seal Resurfacing,Result,Lane miles of preventive maintenance crack seal lane miles completed and number of lane miles managed,Quarterly,2016
PW,6200,7759,Lane miles of preventative maintenance thin surface treatments completed,0,2SPM,Street Preventative Maintenance,2SLC,Seal Coat & Other Thin Surface Treatments,Output,Daily work logs for tracking work perfromed by in-house crews and data from Public Works project managers that are managing preventative maintenance thin surface treatment contracts,Monthly,2016
PW,6200,3177,Percent of street inventory maintained by thin surface treatments,0,2SPM,Street Preventative Maintenance,2SLC,Seal Coat & Other Thin Surface Treatments,Result,Lanes of preventive maintenance thin surface treatments completed and the number of lane miles managed,Quarterly,2016
PW,6200,6941,Percent of Street Preventative Maintenance completed as compared to the Annual Service Plan,0,2SPM,Street Preventative Maintenance,,,Output,Daily work logs for tracking work perfromed by in-house crews and data from Public Works project managers that are managing preventative maintenance treatment contruction contracts and the Annual Service Plan,Quarterly,2016
PW,6200,8074,Percent of the street inventory maintained annually by preventative maintenance applications,0,2SPM,Street Preventative Maintenance,,,Result,Pavement Management Information System,Quarterly,2016
PW,6200,3234,Percent of potholes reported by citizens repaired within 48 business hours,0,3SRP,Street Repair,3RTM,Routine Roadway & Alley Maintenance,Result,Public Works Street & Bridge Operations' MAXIMO work order management system in conjunction with the City's 311 customer service request system,Monthly,2016
PW,6200,3235,Percent of safety critical potholes reported by citizens repaired within 24 hours,0,3SRP,Street Repair,3RTM,Routine Roadway & Alley Maintenance,Result,Public Works Street & Bridge Operations' MAXIMO work order management system in conjunction with the City's 311 customer service request system,Monthly,2016
PW,6200,3140,"% of under 5,000 competitive procurement awards to certified MBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM). The Purchasing Office calculates this information on a quarterly basis and reports to the departments.",Annually,2016
PW,6200,3142,"% of under 5,000 competitive procurement awards to certified WBE vendors",0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Information is extracted from the Subcontracting, Procurement and Management System (SPAM).The Purchasing Office calculates this information on a quarterly basis and reports to the departments.",Annually,2016
PW,6200,3145,Number of employee injuries,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,Includes all lost time injuries as well as all medical only injuries (where an employee visited the doctor for the injury) that did not qualify as lost time. The WC system that the City uses is JI Corporation. (Workers' Compensation Database). The FREQUENCY ANALYSIS REPORT is run approximately three weeks after the last pay period of the reporting month. The Human Resources Department calculates the information and reports to the departments.,Annually,2016
PW,6200,3131,Number of grievances and appeals per 100 employees,0,9MGT,Support Services,9ADM,Departmental Support Services,Output,"The Human Resources Department calculates this measure for all departments. Measures the number of grievances and appeals occurring within the reporting period where HRD conducts grievance hearings resulting from personnel actions such as: denial of promotion, demotion, suspension, disciplinary probation, or termination. The number is taken from logs and records maintained by HRD. Includes the number of individuals who were employed at the end of the reporting period, regardless of whether they were full or part time. This number is derived from BANNER.",Annually,2016
PW,6200,7582,Number of vendor invoices paid within 30 days of receipt of approval,0,9MGT,Support Services,9ADM,Departmental Support Services,Output,,Annually,2016
PW,6200,3132,Employee Turnover Rate,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,The Human Resources Department provides the information to each department. Data derived from Banner. Temporary employees are excluded from the calculation. Inter-departmental transfers are included.,Quarterly,2016
PW,6200,3146,Lost Time Injury Rate Per the Equivalent of 100 Employees,0,9MGT,Support Services,9ADM,Departmental Support Services,Result,"Lost time injuries: includes all injuries where any lost time from work has occurred, not including the day of the injury. Numbers are taken from the David System (Workers' Compensation Database). Reports are run from the David System approximately 3 weeks after the last pay period of the reporting month. Total number of hours worked: Total hours worked by employees in the department for the reporting period as determined in the Banner System. Sick and Vacation times are not counted. The Human Resources Department calculates total hours worked by department each pay period.",Annually,2016
PW,6200,3134,"Sick leave hours used per 1,000 hours",0,9MGT,Support Services,9ADM,Departmental Support Services,Output,The Human Resources Department calculates this measure for all departments. Sick leave hours and number of scheduled hours are taken from BANNER.,Monthly,2016
SMBR,7600,3274,Cost per pre-award document reviewed,0,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Efficiency,Cost comes from 30% of compliance salaires / number of pre-award documents reviewed by SMBR.,Monthly,2016
SMBR,7600,3280,Number of business opportunity notices,0,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Output,Monthly Employee Logs,Monthly,2016
SMBR,7600,8389,Number of open record requests,0,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Demand,Email notices received.,Monthly,2016
SMBR,7600,6528,Number of post-award meetings attended,0,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Output,,Monthly,2016
SMBR,7600,3275,Percent of compliance documents reviewed within 7 business days,0,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Result,DSMBR Database,Monthly,2016
SMBR,7600,8388,Number of compliance documents created and reviewed,0,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Demand,Ecapri and access database.,Monthly,2016
SMBR,7600,7048,Number of contract audits,0,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Output,"Compliance verification conducted by phone, fax and email audits are performed by SMBR Business Development Counselors. The contact source data, including phone, fax and email communications, is generated from eCapri and can be found on the various compliance documents.",Monthly,2016
SMBR,7600,8023,Number of new 3rd party projects,0,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Demand,,Annually,2016
SMBR,7600,7047,Number of post-award documents reviewed,1,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Demand,,Monthly,2016
SMBR,7600,3269,Number of pre-award documents reviewed,1,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Output,Compliance Database,Monthly,2016
SMBR,7600,6525,Number of site audits performed on construction and professional service award contracts,1,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Output,,Monthly,2016
SMBR,7600,8387,Number of violations upheld,0,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Output,Ecapris.,Monthly,2016
SMBR,7600,8021,Percent of bidders that met goals,0,7MBE,MBE/WBE Procurement Program,7CPL,Compliance,Result,,Monthly,2016
SMBR,7600,3295,Cost per application processed,0,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Efficiency,SCTRCA certification report & DXR report,Monthly,2016
SMBR,7600,3292,Number of meetings with vendors,0,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Output,,Monthly,2016
SMBR,7600,3293,Number of site audits conducted,0,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Output,,Monthly,2016
SMBR,7600,8390,Number of applications denied,0,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Output,SMBR certification sharepoint site.,Monthly,2016
SMBR,7600,8391,Number of applications incomplete/returned,0,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Output,SMBR Certification sharepoint site.,Monthly,2016
SMBR,7600,8392,Number of applications withdrawn,0,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Output,SMBR Certification sharepoint site.,Monthly,2016
SMBR,7600,3298,Number of City-certified MBE/WBE and Disadvantaged Business Enterprise (DBE) businesses,1,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Output,Certification sharepoint site.,Monthly,2016
SMBR,7600,3294,Number of graduated firms,0,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Output,,Monthly,2016
SMBR,7600,3299,Number of new applications approved,0,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Output,Certification database,Monthly,2016
SMBR,7600,3296,"Percent of applications, re-certification applications, and annual reviews processed within 60 days",1,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Result,Certification database,Monthly,2016
SMBR,7600,3290,Percentage of firms receiving 45/90 day notices,0,7MBE,MBE/WBE Procurement Program,7MWE,MBE/WBE Certification,Result,Certification sharepoint site.,Monthly,2016
SMBR,7600,3281,Cost per outreach event conducted,0,7MBE,MBE/WBE Procurement Program,7MVD,Resource Services,Efficiency,,Annually,2016
SMBR,7600,3287,Number of firms contacted for outreach activities,0,7MBE,MBE/WBE Procurement Program,7MVD,Resource Services,Output,,Monthly,2016
